date,geo,touchpoint_name,metric_value,spend
2023-01-01,DMA_009,Display,55846.79,2243.04
2023-01-01,DMA_010,TV_National,60.29,19139.84
2023-01-01,DMA_010,Search_Brand,1028.81,7212.86
2023-01-01,DMA_010,Search_Generic,566.99,4223.38
2023-01-01,DMA_010,Facebook,27794.5,3786.98
2023-01-01,DMA_010,Instagram,22588.3,2708.31
2023-01-01,DMA_010,YouTube,15294.82,3159.09
2023-01-01,DMA_010,Display,44364.54,2508.78
2023-01-02,DMA_001,TV_National,28.37,7467.36
2023-01-02,DMA_001,Search_Brand,462.1,3024.33
2023-01-02,DMA_001,Search_Generic,432.74,3001.5
2023-01-02,DMA_001,Facebook,12257.42,1998.24
2023-01-02,DMA_001,Instagram,13399.77,1821.07
2023-01-02,DMA_001,YouTube,10343.13,1998.19
2023-01-02,DMA_001,Display,22233.87,1086.17
2023-01-02,DMA_001,Email,4680.86,251.37
2023-01-02,DMA_002,TV_National,41.07,11750.87
2023-01-02,DMA_002,Search_Brand,634.63,3962.03
2023-01-02,DMA_002,Search_Generic,442.8,3069.67
2023-01-02,DMA_002,Facebook,22716.25,3522.74
2023-01-02,DMA_002,Instagram,17826.24,2394.75
2023-01-02,DMA_002,YouTube,16195.48,2679.46
2023-01-02,DMA_002,Display,26465.78,1426.89
2023-01-02,DMA_002,Email,4775.93,259.09
2023-01-02,DMA_003,TV_National,35.96,10426.46
2023-01-02,DMA_003,Search_Brand,955.43,5863.85
2023-01-02,DMA_003,Search_Generic,651.83,4227.33
2023-01-02,DMA_003,Facebook,31047.8,3379.07
2023-01-02,DMA_003,Instagram,17723.15,2703.3
2023-01-02,DMA_003,YouTube,12568.67,2395.33
2023-01-02,DMA_003,Display,36516.54,1700.01
2023-01-02,DMA_003,Email,7494.35,377.46
2023-01-02,DMA_004,TV_National,30.81,10756.35
2023-01-02,DMA_004,Search_Brand,995.46,6091.71
2023-01-02,DMA_004,Search_Generic,593.84,5044.7
2023-01-02,DMA_004,Facebook,30396.33,4178.2
2023-01-02,DMA_004,Instagram,18104.03,2495.9
2023-01-02,DMA_004,YouTube,14652.8,3285.41
2023-01-02,DMA_004,Display,45432.81,2147.76
2023-01-02,DMA_004,Email,10642.85,478.92
2023-01-02,DMA_005,TV_National,34.26,11287.53
2023-01-02,DMA_005,Search_Brand,1262.7,7996.43
2023-01-02,DMA_005,Search_Generic,1175.49,5997.33
2023-01-02,DMA_005,Facebook,39521.17,5039.82
2023-01-02,DMA_005,Instagram,28486.02,3736.55
2023-01-02,DMA_005,YouTube,19041.81,3530.02
2023-01-02,DMA_005,Display,40234.13,2059.92
2023-01-02,DMA_005,Email,8673.45,430.14
2023-01-02,DMA_006,TV_National,60.83,21996.34
2023-01-02,DMA_006,Search_Brand,1173.06,9189.0
2023-01-02,DMA_006,Search_Generic,861.21,5792.69
2023-01-02,DMA_006,Facebook,32879.28,5231.55
2023-01-02,DMA_006,Instagram,24907.45,3257.94
2023-01-02,DMA_006,YouTube,18981.22,3714.95
2023-01-02,DMA_006,Display,48877.92,2608.44
2023-01-02,DMA_006,Email,15228.91,714.67
2023-01-02,DMA_007,TV_National,43.13,12701.1
2023-01-02,DMA_007,Search_Brand,1357.58,8311.03
2023-01-02,DMA_007,Search_Generic,805.67,6112.23
2023-01-02,DMA_007,Facebook,47232.46,6187.9
2023-01-02,DMA_007,Instagram,23168.44,3353.91
2023-01-02,DMA_007,YouTube,20016.71,4273.62
2023-01-02,DMA_007,Display,77847.29,3737.88
2023-01-02,DMA_007,Email,10408.77,474.8
2023-01-02,DMA_008,TV_National,95.91,25949.61
2023-01-02,DMA_008,Search_Brand,1145.43,8015.03
2023-01-02,DMA_008,Search_Generic,1134.18,9130.12
2023-01-02,DMA_008,Facebook,50864.61,6724.74
2023-01-02,DMA_008,Instagram,27212.24,3832.46
2023-01-02,DMA_008,YouTube,13969.64,3095.31
2023-01-02,DMA_008,Display,53471.17,3028.87
2023-01-02,DMA_008,Email,13932.38,803.72
2023-01-02,DMA_009,TV_National,64.94,19228.32
2023-01-02,DMA_009,Search_Brand,1766.97,13598.68
2023-01-02,DMA_009,Search_Generic,1305.64,9782.3
2023-01-02,DMA_009,Facebook,43322.52,5909.45
2023-01-02,DMA_009,Instagram,33216.73,4938.01
2023-01-02,DMA_009,YouTube,26629.29,5535.08
2023-01-02,DMA_009,Display,74411.03,3482.18
2023-01-02,DMA_009,Email,15348.94,868.57
2023-01-02,DMA_010,TV_National,83.85,30578.81
2023-01-02,DMA_010,Search_Brand,1841.7,11576.48
2023-01-02,DMA_010,Search_Generic,1160.72,9264.69
2023-01-02,DMA_010,Facebook,47805.07,7174.42
2023-01-02,DMA_010,Instagram,36882.36,4742.95
2023-01-02,DMA_010,YouTube,29145.36,6247.3
2023-01-02,DMA_010,Display,87356.28,4235.63
2023-01-02,DMA_010,Email,17810.34,836.18
2023-01-03,DMA_001,TV_National,20.09,6373.02
2023-01-03,DMA_001,Search_Brand,686.48,4305.56
2023-01-03,DMA_001,Search_Generic,388.22,2877.71
2023-01-03,DMA_001,Facebook,19225.02,2913.8
2023-01-03,DMA_001,Instagram,12795.49,1827.96
2023-01-03,DMA_001,YouTube,10395.05,1862.68
2023-01-03,DMA_001,Display,29534.48,1361.35
2023-01-03,DMA_001,Email,5864.28,292.6
2023-01-03,DMA_002,TV_National,31.79,9839.0
2023-01-03,DMA_002,Search_Brand,736.35,4973.27
2023-01-03,DMA_002,Search_Generic,510.14,3604.99
2023-01-03,DMA_002,Facebook,22598.08,2618.8
2023-01-03,DMA_002,Instagram,11274.75,1782.24
2023-01-03,DMA_002,YouTube,15250.72,2817.99
2023-01-03,DMA_002,Display,34621.91,1625.67
2023-01-03,DMA_002,Email,5403.43,295.53
2023-01-03,DMA_003,TV_National,33.23,10668.36
2023-01-03,DMA_003,Search_Brand,962.47,6511.51
2023-01-03,DMA_003,Search_Generic,481.31,3727.72
2023-01-03,DMA_003,Facebook,24748.8,3740.57
2023-01-03,DMA_003,Instagram,15923.13,2175.57
2023-01-03,DMA_003,YouTube,13868.84,2918.01
2023-01-03,DMA_003,Display,33529.77,1638.03
2023-01-03,DMA_003,Email,4915.96,282.95
2023-01-03,DMA_004,TV_National,35.78,10965.44
2023-01-03,DMA_004,Search_Brand,1186.44,6824.66
2023-01-03,DMA_004,Search_Generic,729.04,5555.97
2023-01-03,DMA_004,Facebook,25705.57,4059.46
2023-01-03,DMA_004,Instagram,19721.28,2841.84
2023-01-03,DMA_004,YouTube,15734.91,3418.38
2023-01-03,DMA_004,Display,51298.62,2200.44
2023-01-03,DMA_004,Email,8338.7,400.52
2023-01-03,DMA_005,TV_National,49.29,15392.34
2023-01-03,DMA_005,Search_Brand,1149.69,7654.96
2023-01-03,DMA_005,Search_Generic,695.24,5633.38
2023-01-03,DMA_005,Facebook,34162.3,4643.24
2023-01-03,DMA_005,Instagram,31651.1,4025.84
2023-01-03,DMA_005,YouTube,23671.54,5111.89
2023-01-03,DMA_005,Display,53704.87,2636.46
2023-01-03,DMA_005,Email,11852.33,642.51
2023-01-03,DMA_006,TV_National,43.02,13704.43
2023-01-03,DMA_006,Search_Brand,857.95,6028.42
2023-01-03,DMA_006,Search_Generic,751.0,5548.44
2023-01-03,DMA_006,Facebook,46055.89,5453.89
2023-01-03,DMA_006,Instagram,28201.53,4182.69
2023-01-03,DMA_006,YouTube,19025.67,3622.48
2023-01-03,DMA_006,Display,51047.73,2125.24
2023-01-03,DMA_006,Email,11801.31,618.41
2023-01-03,DMA_007,TV_National,50.8,13309.66
2023-01-03,DMA_007,Search_Brand,1531.63,9022.04
2023-01-03,DMA_007,Search_Generic,680.56,5419.51
2023-01-03,DMA_007,Facebook,40376.28,5741.0
2023-01-03,DMA_007,Instagram,28532.98,3753.4
2023-01-03,DMA_007,YouTube,19274.08,3910.09
2023-01-03,DMA_007,Display,61492.86,2920.47
2023-01-03,DMA_007,Email,11407.52,638.27
2023-01-03,DMA_008,TV_National,56.8,14994.99
2023-01-03,DMA_008,Search_Brand,1472.71,10581.12
2023-01-03,DMA_008,Search_Generic,1285.16,9527.81
2023-01-03,DMA_008,Facebook,52919.8,7509.1
2023-01-03,DMA_008,Instagram,51075.51,5999.39
2023-01-03,DMA_008,YouTube,26717.74,4848.81
2023-01-03,DMA_008,Display,79477.63,3465.58
2023-01-03,DMA_008,Email,11660.82,544.38
2023-01-03,DMA_009,TV_National,67.31,24074.53
2023-01-03,DMA_009,Search_Brand,1122.15,9173.26
2023-01-03,DMA_009,Search_Generic,1130.36,7890.73
2023-01-03,DMA_009,Facebook,60488.4,8577.41
2023-01-03,DMA_009,Instagram,38072.74,6118.98
2023-01-03,DMA_009,YouTube,21094.46,4242.39
2023-01-03,DMA_009,Display,72291.3,3626.4
2023-01-03,DMA_009,Email,9953.23,502.12
2023-01-03,DMA_010,TV_National,65.08,18259.43
2023-01-03,DMA_010,Search_Brand,1708.52,12512.56
2023-01-03,DMA_010,Search_Generic,986.25,8223.38
2023-01-03,DMA_010,Facebook,56472.99,7332.66
2023-01-03,DMA_010,Instagram,33573.05,4469.19
2023-01-03,DMA_010,YouTube,25259.65,5468.79
2023-01-03,DMA_010,Display,65676.83,3642.02
2023-01-03,DMA_010,Email,12086.05,681.2
2023-01-04,DMA_001,TV_National,32.42,9690.35
2023-01-04,DMA_001,Search_Brand,531.07,3465.49
2023-01-04,DMA_001,Search_Generic,370.2,2838.52
2023-01-04,DMA_001,Facebook,19917.44,2637.77
2023-01-04,DMA_001,Instagram,10486.52,1555.13
2023-01-04,DMA_001,YouTube,7334.98,1846.72
2023-01-04,DMA_001,Display,21972.76,958.28
2023-01-04,DMA_001,Email,6006.24,307.88
2023-01-04,DMA_002,TV_National,33.3,9684.68
2023-01-04,DMA_002,Search_Brand,1261.27,7517.89
2023-01-04,DMA_002,Search_Generic,422.37,3485.4
2023-01-04,DMA_002,Facebook,16622.19,2326.77
2023-01-04,DMA_002,Instagram,11463.97,1850.25
2023-01-04,DMA_002,YouTube,9646.57,2149.68
2023-01-04,DMA_002,Display,41648.67,1906.7
2023-01-04,DMA_002,Email,6857.86,295.72
2023-01-04,DMA_003,TV_National,32.63,10670.86
2023-01-04,DMA_003,Search_Brand,1119.12,7069.37
2023-01-04,DMA_003,Search_Generic,472.41,3611.18
2023-01-04,DMA_003,Facebook,18794.93,3083.17
2023-01-04,DMA_003,Instagram,24449.4,2827.95
2023-01-04,DMA_003,YouTube,12062.55,2280.45
2023-01-04,DMA_003,Display,30373.66,1594.49
2023-01-04,DMA_003,Email,5901.39,321.7
2023-01-04,DMA_004,TV_National,37.74,12302.39
2023-01-04,DMA_004,Search_Brand,1012.41,6783.38
2023-01-04,DMA_004,Search_Generic,573.91,4713.27
2023-01-04,DMA_004,Facebook,28186.31,3733.65
2023-01-04,DMA_004,Instagram,19900.06,3072.11
2023-01-04,DMA_004,YouTube,17818.48,3305.74
2023-01-04,DMA_004,Display,33462.09,1584.62
2023-01-04,DMA_004,Email,7804.62,368.59
2023-01-04,DMA_005,TV_National,34.44,12377.25
2023-01-04,DMA_005,Search_Brand,873.98,5798.55
2023-01-04,DMA_005,Search_Generic,703.06,5771.99
2023-01-04,DMA_005,Facebook,30183.13,5091.26
2023-01-04,DMA_005,Instagram,20290.66,3206.4
2023-01-04,DMA_005,YouTube,16860.86,3356.23
2023-01-04,DMA_005,Display,39126.65,2033.03
2023-01-04,DMA_005,Email,10156.75,538.0
2023-01-04,DMA_006,TV_National,52.46,17619.94
2023-01-04,DMA_006,Search_Brand,1555.16,8975.86
2023-01-04,DMA_006,Search_Generic,528.37,4291.52
2023-01-04,DMA_006,Facebook,38753.9,5649.83
2023-01-04,DMA_006,Instagram,25784.57,3834.59
2023-01-04,DMA_006,YouTube,20672.0,4199.27
2023-01-04,DMA_006,Display,63323.69,3086.65
2023-01-04,DMA_006,Email,10461.11,545.05
2023-01-04,DMA_007,TV_National,51.06,15995.69
2023-01-04,DMA_007,Search_Brand,1400.46,9737.84
2023-01-04,DMA_007,Search_Generic,1179.71,7189.6
2023-01-04,DMA_007,Facebook,44292.89,6537.25
2023-01-04,DMA_007,Instagram,32972.05,4808.35
2023-01-04,DMA_007,YouTube,15281.07,3380.37
2023-01-04,DMA_007,Display,41832.04,2166.43
2023-01-04,DMA_007,Email,13604.51,575.24
2023-01-04,DMA_008,TV_National,64.65,19823.59
2023-01-04,DMA_008,Search_Brand,1370.81,11400.25
2023-01-04,DMA_008,Search_Generic,1126.45,7821.57
2023-01-04,DMA_008,Facebook,39556.05,5040.14
2023-01-04,DMA_008,Instagram,31750.38,4633.54
2023-01-04,DMA_008,YouTube,34726.46,5534.46
2023-01-04,DMA_008,Display,66281.32,3232.82
2023-01-04,DMA_008,Email,10788.49,587.27
2023-01-04,DMA_009,TV_National,71.19,23264.79
2023-01-04,DMA_009,Search_Brand,1583.49,11073.08
2023-01-04,DMA_009,Search_Generic,1217.03,8828.16
2023-01-04,DMA_009,Facebook,53213.81,7999.74
2023-01-04,DMA_009,Instagram,29810.44,4602.6
2023-01-04,DMA_009,YouTube,26606.59,5124.28
2023-01-04,DMA_009,Display,69944.02,3835.04
2023-01-04,DMA_009,Email,17866.55,780.07
2023-01-04,DMA_010,TV_National,95.01,23626.46
2023-01-04,DMA_010,Search_Brand,1396.67,10545.25
2023-01-04,DMA_010,Search_Generic,1053.33,6802.25
2023-01-04,DMA_010,Facebook,56840.35,8165.31
2023-01-04,DMA_010,Instagram,34488.44,5403.57
2023-01-04,DMA_010,YouTube,43285.57,8545.96
2023-01-04,DMA_010,Display,80907.85,3762.19
2023-01-04,DMA_010,Email,16271.69,795.57
2023-01-05,DMA_001,TV_National,22.4,6409.95
2023-01-05,DMA_001,Search_Brand,875.94,5104.47
2023-01-05,DMA_001,Search_Generic,464.44,3666.03
2023-01-05,DMA_001,Facebook,14334.95,2073.77
2023-01-05,DMA_001,Instagram,13531.57,1698.07
2023-01-05,DMA_001,YouTube,8698.84,1493.01
2023-01-05,DMA_001,Display,22511.04,1174.64
2023-01-05,DMA_001,Email,3503.13,206.68
2023-01-05,DMA_002,TV_National,33.75,10049.64
2023-01-05,DMA_002,Search_Brand,514.44,3903.83
2023-01-05,DMA_002,Search_Generic,532.27,3378.4
2023-01-05,DMA_002,Facebook,17151.86,2847.7
2023-01-05,DMA_002,Instagram,13884.22,1997.53
2023-01-05,DMA_002,YouTube,7859.96,1580.55
2023-01-05,DMA_002,Display,30661.71,1429.98
2023-01-05,DMA_002,Email,8746.0,390.71
2023-01-05,DMA_003,TV_National,30.23,10130.78
2023-01-05,DMA_003,Search_Brand,1248.71,8275.56
2023-01-05,DMA_003,Search_Generic,562.36,4227.92
2023-01-05,DMA_003,Facebook,24990.26,3621.95
2023-01-05,DMA_003,Instagram,15271.71,2258.22
2023-01-05,DMA_003,YouTube,13254.52,2798.95
2023-01-05,DMA_003,Display,31931.75,1579.68
2023-01-05,DMA_003,Email,7866.39,338.4
2023-01-05,DMA_004,TV_National,30.51,8206.03
2023-01-05,DMA_004,Search_Brand,957.3,7852.4
2023-01-05,DMA_004,Search_Generic,596.17,4640.5
2023-01-05,DMA_004,Facebook,21346.86,3296.22
2023-01-05,DMA_004,Instagram,20531.94,2412.45
2023-01-05,DMA_004,YouTube,21278.66,3747.58
2023-01-05,DMA_004,Display,40521.54,2268.25
2023-01-05,DMA_004,Email,7903.53,376.3
2023-01-05,DMA_005,TV_National,41.36,11553.97
2023-01-05,DMA_005,Search_Brand,1031.58,7139.85
2023-01-05,DMA_005,Search_Generic,860.9,6176.19
2023-01-05,DMA_005,Facebook,34447.43,4382.38
2023-01-05,DMA_005,Instagram,20917.96,2753.58
2023-01-05,DMA_005,YouTube,19610.03,4045.31
2023-01-05,DMA_005,Display,42868.19,2429.07
2023-01-05,DMA_005,Email,10433.24,531.4
2023-01-05,DMA_006,TV_National,53.2,14371.81
2023-01-05,DMA_006,Search_Brand,971.85,7458.97
2023-01-05,DMA_006,Search_Generic,697.39,4922.87
2023-01-05,DMA_006,Facebook,35672.86,4275.93
2023-01-05,DMA_006,Instagram,22462.77,2654.09
2023-01-05,DMA_006,YouTube,21186.0,4278.38
2023-01-05,DMA_006,Display,49691.1,2387.34
2023-01-05,DMA_006,Email,11506.33,515.22
2023-01-05,DMA_007,TV_National,59.24,17506.88
2023-01-05,DMA_007,Search_Brand,1296.28,8691.19
2023-01-05,DMA_007,Search_Generic,810.11,7209.07
2023-01-05,DMA_007,Facebook,35334.38,4686.19
2023-01-05,DMA_007,Instagram,28890.62,4119.79
2023-01-05,DMA_007,YouTube,23823.33,4601.9
2023-01-05,DMA_007,Display,48942.12,2645.17
2023-01-05,DMA_007,Email,10713.82,590.75
2023-01-05,DMA_008,TV_National,56.42,20066.89
2023-01-05,DMA_008,Search_Brand,1847.32,11747.0
2023-01-05,DMA_008,Search_Generic,1154.09,7845.55
2023-01-05,DMA_008,Facebook,62576.47,8077.17
2023-01-05,DMA_008,Instagram,21001.0,3341.48
2023-01-05,DMA_008,YouTube,22974.89,4583.0
2023-01-05,DMA_008,Display,63236.43,3399.82
2023-01-05,DMA_008,Email,11999.26,647.04
2023-01-05,DMA_009,TV_National,54.27,18740.05
2023-01-05,DMA_009,Search_Brand,1249.83,9538.13
2023-01-05,DMA_009,Search_Generic,1051.46,7097.33
2023-01-05,DMA_009,Facebook,54082.84,5937.98
2023-01-05,DMA_009,Instagram,37550.91,5160.85
2023-01-05,DMA_009,YouTube,25825.18,4815.7
2023-01-05,DMA_009,Display,63574.9,3140.2
2023-01-05,DMA_009,Email,19912.19,1005.22
2023-01-05,DMA_010,TV_National,81.97,26383.62
2023-01-05,DMA_010,Search_Brand,2109.51,11781.09
2023-01-05,DMA_010,Search_Generic,1292.22,8085.05
2023-01-05,DMA_010,Facebook,54465.43,8230.96
2023-01-05,DMA_010,Instagram,44848.69,5696.92
2023-01-05,DMA_010,YouTube,27779.08,6500.43
2023-01-05,DMA_010,Display,64747.99,3318.53
2023-01-05,DMA_010,Email,15576.9,731.97
2023-01-06,DMA_001,TV_National,21.62,7411.83
2023-01-06,DMA_001,Search_Brand,649.72,4074.89
2023-01-06,DMA_001,Search_Generic,466.39,3139.61
2023-01-06,DMA_001,Facebook,19979.89,2726.17
2023-01-06,DMA_001,Instagram,10080.74,1666.31
2023-01-06,DMA_001,YouTube,10478.4,2052.6
2023-01-06,DMA_001,Display,22053.18,1252.82
2023-01-06,DMA_001,Email,4545.39,204.55
2023-01-06,DMA_002,TV_National,31.51,8829.76
2023-01-06,DMA_002,Search_Brand,715.74,4757.4
2023-01-06,DMA_002,Search_Generic,517.89,4089.87
2023-01-06,DMA_002,Facebook,20076.5,3003.77
2023-01-06,DMA_002,Instagram,13447.53,1941.77
2023-01-06,DMA_002,YouTube,11671.95,2448.87
2023-01-06,DMA_002,Display,32685.68,1787.23
2023-01-06,DMA_002,Email,5510.15,287.89
2023-01-06,DMA_003,TV_National,44.55,13104.54
2023-01-06,DMA_003,Search_Brand,849.08,6567.15
2023-01-06,DMA_003,Search_Generic,640.02,4391.53
2023-01-06,DMA_003,Facebook,27718.51,3559.58
2023-01-06,DMA_003,Instagram,18729.11,2277.39
2023-01-06,DMA_003,YouTube,19146.97,3970.89
2023-01-06,DMA_003,Display,38030.85,1644.32
2023-01-06,DMA_003,Email,8457.86,445.59
2023-01-06,DMA_004,TV_National,37.16,11467.16
2023-01-06,DMA_004,Search_Brand,728.52,5324.08
2023-01-06,DMA_004,Search_Generic,518.88,4202.18
2023-01-06,DMA_004,Facebook,29021.35,4049.93
2023-01-06,DMA_004,Instagram,23244.78,3595.93
2023-01-06,DMA_004,YouTube,18475.52,3775.03
2023-01-06,DMA_004,Display,43230.68,2020.48
2023-01-06,DMA_004,Email,7148.36,344.01
2023-01-06,DMA_005,TV_National,49.83,14229.49
2023-01-06,DMA_005,Search_Brand,1482.2,7730.05
2023-01-06,DMA_005,Search_Generic,637.88,5045.0
2023-01-06,DMA_005,Facebook,27900.03,4213.38
2023-01-06,DMA_005,Instagram,23676.14,2943.07
2023-01-06,DMA_005,YouTube,21628.93,4579.86
2023-01-06,DMA_005,Display,42803.06,2041.6
2023-01-06,DMA_005,Email,9073.37,425.84
2023-01-06,DMA_006,TV_National,45.9,16024.45
2023-01-06,DMA_006,Search_Brand,1876.98,10456.19
2023-01-06,DMA_006,Search_Generic,727.45,5671.58
2023-01-06,DMA_006,Facebook,39146.09,5408.35
2023-01-06,DMA_006,Instagram,34963.51,4003.51
2023-01-06,DMA_006,YouTube,18633.99,4036.51
2023-01-06,DMA_006,Display,39160.13,2106.48
2023-01-06,DMA_006,Email,12338.18,515.57
2023-01-06,DMA_007,TV_National,54.28,15923.85
2023-01-06,DMA_007,Search_Brand,1546.67,9155.8
2023-01-06,DMA_007,Search_Generic,1271.53,10056.4
2023-01-06,DMA_007,Facebook,41419.76,5330.43
2023-01-06,DMA_007,Instagram,38215.46,4448.01
2023-01-06,DMA_007,YouTube,24162.51,5009.29
2023-01-06,DMA_007,Display,70028.43,3133.96
2023-01-06,DMA_007,Email,13650.75,648.78
2023-01-06,DMA_008,TV_National,82.99,22149.93
2023-01-06,DMA_008,Search_Brand,1982.38,12385.77
2023-01-06,DMA_008,Search_Generic,996.25,7363.05
2023-01-06,DMA_008,Facebook,48638.43,7539.81
2023-01-06,DMA_008,Instagram,31964.5,4654.56
2023-01-06,DMA_008,YouTube,28722.26,5055.06
2023-01-06,DMA_008,Display,65047.29,3237.3
2023-01-06,DMA_008,Email,11056.46,513.07
2023-01-06,DMA_009,TV_National,93.65,22628.57
2023-01-06,DMA_009,Search_Brand,1603.86,10460.59
2023-01-06,DMA_009,Search_Generic,1331.56,8529.3
2023-01-06,DMA_009,Facebook,48584.1,6749.61
2023-01-06,DMA_009,Instagram,38208.64,5250.31
2023-01-06,DMA_009,YouTube,26115.18,5122.64
2023-01-06,DMA_009,Display,72584.89,4021.58
2023-01-06,DMA_009,Email,13024.85,698.47
2023-01-06,DMA_010,TV_National,76.04,26565.39
2023-01-06,DMA_010,Search_Brand,1696.4,10890.66
2023-01-06,DMA_010,Search_Generic,1487.97,11233.38
2023-01-06,DMA_010,Facebook,57540.32,6810.46
2023-01-06,DMA_010,Instagram,23905.18,4169.78
2023-01-06,DMA_010,YouTube,30079.11,6325.56
2023-01-06,DMA_010,Display,68168.03,3175.32
2023-01-06,DMA_010,Email,14513.07,767.76
2023-01-07,DMA_001,TV_National,21.66,5955.87
2023-01-07,DMA_001,Search_Brand,378.13,2545.99
2023-01-07,DMA_001,Search_Generic,273.73,2284.85
2023-01-07,DMA_001,Facebook,7499.79,1148.15
2023-01-07,DMA_001,Instagram,7344.25,1003.48
2023-01-07,DMA_001,YouTube,5767.85,1113.66
2023-01-07,DMA_001,Display,13821.35,598.16
2023-01-07,DMA_002,TV_National,32.7,8773.53
2023-01-07,DMA_002,Search_Brand,469.82,2992.28
2023-01-07,DMA_002,Search_Generic,323.77,2321.96
2023-01-07,DMA_002,Facebook,15640.4,1956.26
2023-01-07,DMA_002,Instagram,9820.19,1280.73
2023-01-07,DMA_002,YouTube,8096.8,1402.17
2023-01-07,DMA_002,Display,19217.93,802.53
2023-01-07,DMA_003,TV_National,30.29,10484.4
2023-01-07,DMA_003,Search_Brand,482.13,3440.76
2023-01-07,DMA_003,Search_Generic,358.7,2871.66
2023-01-07,DMA_003,Facebook,11432.98,1972.98
2023-01-07,DMA_003,Instagram,7734.4,1379.82
2023-01-07,DMA_003,YouTube,7179.46,1330.75
2023-01-07,DMA_003,Display,24766.07,1186.72
2023-01-07,DMA_004,TV_National,35.05,10564.18
2023-01-07,DMA_004,Search_Brand,521.83,3906.1
2023-01-07,DMA_004,Search_Generic,534.59,3672.63
2023-01-07,DMA_004,Facebook,16585.54,2363.0
2023-01-07,DMA_004,Instagram,10273.82,1764.13
2023-01-07,DMA_004,YouTube,8794.24,1882.98
2023-01-07,DMA_004,Display,20436.23,1050.94
2023-01-07,DMA_005,TV_National,64.59,18174.17
2023-01-07,DMA_005,Search_Brand,647.51,4076.49
2023-01-07,DMA_005,Search_Generic,600.91,4108.82
2023-01-07,DMA_005,Facebook,18376.48,2800.66
2023-01-07,DMA_005,Instagram,16029.5,2157.54
2023-01-07,DMA_005,YouTube,13531.24,2539.7
